iter	RMSE
0	0.002461721716
1	0.002375637501
2	0.002318992472
3	0.002275527479
4	0.002240890565
5	0.002219955545
6	0.002204582018
7	0.002192211521
8	0.002181934359
9	0.002176478181
10	0.0021712179
11	0.002166106174
12	0.00216179832
13	0.002157056352
14	0.002154512501
15	0.002148789718
16	0.002145993621
17	0.00214246506
18	0.002140495521
19	0.002137888365
20	0.002134861555
21	0.002132148092
22	0.00213045788
23	0.002128811931
24	0.002126313819
25	0.002125625505
26	0.002122733141
27	0.002120316655
28	0.002118873668
29	0.002117359865
30	0.002115143242
31	0.002113495841
32	0.002111909862
33	0.002110113827
34	0.002107490402
35	0.00210557391
36	0.002104153544
37	0.002102450543
38	0.002100870676
39	0.002099697995
40	0.002098568022
41	0.002097842414
42	0.002096212835
43	0.002094754815
44	0.002092990749
45	0.002091354414
46	0.0020899244
47	0.002086944795
48	0.002085665291
49	0.00208386941
50	0.002082517055
51	0.002080032086
52	0.002077770839
53	0.002075983181
54	0.002075124773
55	0.002073563911
56	0.002071271918
57	0.002069895389
58	0.002067933663
59	0.002065663929
60	0.002063104098
61	0.002061223312
62	0.002058781632
63	0.002057227724
64	0.00205552252
65	0.002053243831
66	0.002051168731
67	0.002049082337
68	0.002048626334
69	0.002047209258
70	0.002044984931
71	0.00204374648
72	0.002042912391
73	0.002041350925
74	0.002039746307
75	0.002037663415
76	0.002036151596
77	0.002035073731
78	0.00203356765
79	0.002032117972
80	0.002030685641
81	0.002029352856
82	0.002027981969
83	0.002027382436
84	0.002026292044
85	0.002024655067
86	0.002023939487
87	0.00202216048
88	0.002020688095
89	0.002019439557
90	0.002017785168
91	0.002016248107
92	0.002014427763
93	0.002012541713
94	0.002010737212
95	0.002009616104
96	0.00200772142
97	0.002006831142
98	0.002005894385
99	0.002004254913
100	0.002003018301
101	0.002001105796
102	0.00200028704
103	0.001998689888
104	0.001997777275
105	0.001996648313
106	0.001995392419
107	0.001992690563
108	0.001992441705
109	0.001990866386
110	0.001989998967
111	0.001989025776
112	0.001987493548
113	0.001986397537
114	0.001986050946
115	0.001984897082
116	0.001983910827
117	0.001982029966
118	0.001980940445
119	0.001980038674
120	0.001978052475
121	0.001976903207
122	0.001975788443
123	0.001974538915
124	0.001973816995
125	0.001972389541
126	0.001971303235
127	0.001970294827
128	0.001969507142
129	0.001968397378
130	0.001967259819
131	0.001966132408
132	0.001965233285
133	0.001963010141
134	0.001961452969
135	0.001960301123
136	0.00195940972
137	0.00195849182
138	0.00195680817
139	0.001955767677
140	0.001954727742
141	0.001953122874
142	0.001951340085
143	0.001950256143
144	0.001949295391
145	0.001948274124
146	0.00194717521
147	0.001946018213
148	0.00194508453
149	0.001943775261
150	0.001942877571
151	0.00194176222
152	0.001940595034
153	0.001939338684
154	0.001938560571
155	0.001936796248
156	0.001935487216
157	0.001934752082
158	0.001934127363
159	0.001933451657
160	0.001932372103
161	0.001931100614
162	0.001929847086
163	0.001929092446
164	0.00192811821
165	0.001927425084
166	0.001926011176
167	0.001925323506
168	0.001924417888
169	0.001923343508
170	0.001922178123
171	0.001921396066
172	0.00192063286
173	0.001918980433
174	0.001918128068
175	0.001916700029
176	0.001915682052
177	0.001914673434
178	0.001913148094
179	0.001912037093
180	0.001910841447
181	0.001909354306
182	0.001907684774
183	0.001906495311
184	0.001904932653
185	0.001903970238
186	0.001903115952
187	0.001902254927
188	0.001901316543
189	0.001899916728
190	0.001899470393
191	0.001898184305
192	0.001897467032
193	0.001895957276
194	0.001894586043
195	0.00189396823
196	0.001893083553
197	0.001892379372
198	0.001891230149
199	0.001890782238
